label,final_loss,perplexity,final_energy,iters_per_token,decode_ms_per_token,forward_ms_per_token,total_seconds,tokens_seen,epochs,T,k,use_wmf,beta_end,device,hardware_name,dtype
T3_k32_kl_be1.5,0.035440542111505886,1.0360760434027794,103080.13852306547,0.0,11.22640887479065,0.10807454297416068,260.0345744169899,2150400,10,3,32,0,1.5,cpu,arm,fp32
T3_k32_kl_be1.6,0.013279909935919845,1.0133684795711995,105140.07047061012,0.0,5.463169280119473,0.05698372403154887,201.91798266704427,2150400,10,3,32,0,1.6,cpu,arm,fp32
